,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
510,Luis Robert Jr.,25,433,Maj-AL,Chicago,143,585,537,89,141,36,1,38,80,30,5,167,12,0,2,10,20,4,0.263,0.315,0.546,0.861,673357
511,V\xc3\xadctor Robles,26,529,Maj-NL,Washington,35,122,105,14,31,5,1,0,8,9,0,18,4,4,0,3,8,1,0.295,0.373,0.362,0.735,645302
512,Brayan Rocchio,22,426,Maj-AL,Cleveland,23,86,81,9,20,6,0,0,8,4,0,27,0,0,1,4,0,0,0.247,0.279,0.321,0.6,677587
513,Brendan Rodgers,26,426,Maj-NL,Colorado,46,192,178,21,46,9,1,4,20,11,0,41,3,0,0,6,0,0,0.258,0.313,0.388,0.7,663898
514,Endy Rodr\xc3\xadguez,23,427,Maj-NL,Pittsburgh,57,204,186,27,41,7,2,3,13,17,0,49,0,0,1,3,0,0,0.22,0.284,0.328,0.612,682848
515,Jos\xc3\xa9 Rodriguez,22,529,Maj-AL,Chicago,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,679563
516,Julio Rodr\xc3\xadguez,22,426,Maj-AL,Seattle,153,705,645,101,178,35,2,32,102,47,6,172,11,0,2,14,37,10,0.276,0.335,0.485,0.82,677594
517,Jake Rogers,28,426,Maj-AL,Detroit,107,365,331,47,73,11,0,21,49,28,0,118,3,1,2,6,1,1,0.221,0.286,0.444,0.73,668670
518,Johan Rojas,22,426,Maj-NL,Philadelphia,59,164,149,24,45,9,2,2,23,5,0,42,4,6,0,1,14,1,0.302,0.342,0.43,0.771,679032
519,Josh Rojas,29,426,"Maj-AL,Maj-NL","Arizona,Seattle",104,347,311,47,77,17,0,4,40,27,0,81,1,2,4,3,12,0,0.248,0.306,0.341,0.647,668942
521,Miguel Rojas,34,428,Maj-NL,Los Angeles,122,415,377,48,89,15,1,5,31,26,0,46,5,2,5,12,8,3,0.236,0.291,0.321,0.612,500743
522,Brent Rooker,28,426,Maj-AL,Oakland,136,525,462,61,114,20,1,30,69,49,1,171,10,0,4,11,4,0,0.247,0.33,0.489,0.819,667670
523,Ben Rortvedt,25,430,Maj-AL,New York,32,79,68,6,8,1,0,2,4,11,0,19,0,0,0,1,0,0,0.118,0.241,0.221,0.461,666163
524,Amed Rosario,27,426,"Maj-AL,Maj-NL","Cleveland,Los Angeles",140,535,500,70,131,25,8,6,57,29,0,97,3,0,3,15,14,2,0.262,0.305,0.38,0.685,642708
525,Eddie Rosario,31,426,Maj-NL,Atlanta,142,516,478,64,122,24,3,21,74,34,1,122,1,1,2,13,3,4,0.255,0.305,0.45,0.755,592696
526,Eguy Rosario,23,426,Maj-NL,San Diego,11,37,36,6,9,1,1,2,6,1,0,12,0,0,0,1,0,0,0.25,0.27,0.5,0.77,666703
527,Darin Ruf,36,547,Maj-NL,"Milwaukee,San Francisco",20,57,49,3,11,3,0,0,3,8,0,16,0,0,0,0,0,0,0.225,0.333,0.286,0.619,573131
528,Esteury Ruiz,24,426,Maj-AL,Oakland,131,494,446,46,113,24,1,5,47,20,1,98,16,4,1,7,67,13,0.253,0.309,0.345,0.654,665923
529,Keibert Ruiz,24,426,Maj-NL,Washington,135,558,519,55,134,23,0,18,67,31,1,58,6,0,2,13,1,1,0.258,0.307,0.407,0.713,660688
530,Blake Rutherford,26,438,Maj-NL,Washington,16,36,35,4,6,0,0,0,2,1,0,10,0,0,0,1,0,0,0.171,0.194,0.171,0.366,666164
531,Adley Rutschman,25,426,Maj-AL,Baltimore,153,681,583,83,158,31,1,19,76,91,6,101,2,0,5,14,1,2,0.271,0.369,0.425,0.794,668939
532,Blake Sabol,25,426,Maj-NL,San Francisco,109,342,308,36,73,10,0,13,44,24,0,116,6,2,2,4,4,2,0.237,0.303,0.396,0.699,666165
533,C\xc3\xa9sar Salazar,27,530,Maj-AL,Houston,13,19,18,1,2,0,0,0,0,1,0,6,0,0,0,1,0,0,0.111,0.158,0.111,0.269,663967
534,Gary S\xc3\xa1nchez,30,451,Maj-NL,"New York,San Diego",75,267,240,33,52,9,0,19,47,21,0,67,4,0,2,3,0,0,0.217,0.288,0.492,0.78,596142
535,Jes\xc3\xbas S\xc3\xa1nchez,25,426,Maj-NL,Miami,125,402,360,43,91,23,3,14,52,38,1,107,2,1,1,12,3,1,0.253,0.327,0.45,0.777,660821
536,Carlos Santana,37,426,Maj-NL,"Milwaukee,Pittsburgh",145,614,546,78,132,33,1,23,86,64,0,102,0,0,4,11,6,0,0.242,0.319,0.432,0.751,467793
537,Anthony Santander,28,426,Maj-AL,Baltimore,152,650,585,81,150,40,1,28,95,55,1,150,6,0,4,11,5,1,0.256,0.325,0.472,0.796,623993
538,Josh Sborz,29,588,Maj-AL,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622250
539,Nolan Schanuel,21,427,Maj-AL,Los Angeles,29,132,109,19,30,3,0,1,6,20,1,19,3,0,0,1,0,0,0.275,0.402,0.33,0.732,694384
540,Casey Schmitt,24,426,Maj-NL,San Francisco,90,277,253,28,52,15,0,5,30,13,0,65,5,3,3,7,2,1,0.206,0.256,0.324,0.58,669477
541,Davis Schneider,24,426,Maj-AL,Toronto,35,141,116,23,32,12,1,8,20,21,0,43,4,0,0,2,1,0,0.276,0.404,0.603,1.008,676914
542,Jonathan Schoop,31,513,Maj-AL,Detroit,54,148,134,15,29,8,0,0,7,12,0,35,0,0,2,6,0,0,0.216,0.277,0.276,0.553,570731
543,Kyle Schwarber,30,426,Maj-NL,Philadelphia,159,715,580,108,115,19,1,47,104,126,5,213,6,0,3,4,0,2,0.198,0.346,0.478,0.823,656941
544,Corey Seager,29,426,Maj-AL,Texas,118,531,474,86,155,42,0,33,96,47,9,88,4,0,6,8,2,1,0.327,0.388,0.625,1.012,608369
545,Chandler Seagle,27,427,Maj-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676882
547,Jean Segura,33,488,Maj-NL,Miami,83,318,294,25,66,5,2,3,21,21,1,44,2,1,0,10,6,2,0.225,0.281,0.286,0.567,516416
548,Marcus Semien,32,426,Maj-AL,Texas,161,748,665,121,183,40,4,29,100,72,1,109,5,0,5,5,13,3,0.275,0.348,0.478,0.826,543760
549,Nick Senzel,28,426,Maj-NL,Cincinnati,104,330,301,49,71,10,0,13,42,26,0,74,1,0,2,9,6,2,0.236,0.297,0.399,0.696,669222
550,Brian Serven,28,535,Maj-NL,Colorado,11,23,23,0,3,1,0,0,1,0,0,10,0,0,0,0,0,0,0.13,0.13,0.174,0.304,661531
551,Gavin Sheets,27,426,Maj-AL,Chicago,116,340,307,24,63,10,0,10,43,28,2,64,1,0,4,6,1,0,0.205,0.271,0.336,0.606,657757
552,Braden Shewmake,25,574,Maj-NL,Atlanta,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669699
553,Zack Short,28,426,Maj-AL,Detroit,109,253,221,17,45,9,0,7,33,28,0,66,0,3,1,3,5,0,0.204,0.292,0.339,0.631,670097
554,Michael Siani,23,428,Maj-NL,"Cincinnati,St. Louis",8,6,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.0,0.167,0.0,0.167,672279
555,Jon Singleton,31,426,"Maj-AL,Maj-NL","Houston,Milwaukee",36,105,91,11,15,3,0,2,12,13,0,23,0,0,1,2,0,0,0.165,0.267,0.264,0.53,572138
556,Jose Siri,27,446,Maj-AL,Tampa Bay,100,361,335,57,74,13,2,24,55,20,0,128,2,1,3,5,12,3,0.221,0.267,0.487,0.753,642350
557,Austin Slater,30,427,Maj-NL,San Francisco,88,207,185,24,50,9,0,5,20,20,0,58,2,0,0,2,2,2,0.27,0.348,0.4,0.748,596103
558,Dominic Smith,28,426,Maj-NL,Washington,152,582,524,56,132,21,1,12,46,46,1,91,10,0,2,12,1,1,0.252,0.323,0.365,0.688,642086
559,Josh Smith,25,428,Maj-AL,Texas,89,230,194,28,36,8,1,6,15,24,0,54,9,2,1,3,1,0,0.186,0.303,0.33,0.633,669701
560,Kevin Smith,26,433,Maj-AL,Oakland,49,146,135,15,25,4,0,5,11,5,0,51,1,5,0,3,1,0,0.185,0.22,0.326,0.546,675656
561,Pavin Smith,27,446,Maj-NL,Arizona,67,228,191,26,36,5,0,7,30,35,0,45,1,0,0,3,1,1,0.189,0.317,0.325,0.642,656976
562,Will Smith,28,426,Maj-NL,Los Angeles,124,544,457,79,117,20,2,19,72,61,2,89,15,0,11,8,3,0,0.256,0.355,0.433,0.788,669257
563,Canaan Smith-Njigba,24,540,Maj-NL,Pittsburgh,14,32,27,3,3,1,1,0,5,4,0,13,0,0,1,0,1,0,0.111,0.219,0.222,0.441,675986
564,Tyler Soderstrom,21,426,Maj-AL,Oakland,45,138,125,9,20,1,0,3,7,11,0,43,1,0,1,6,0,0,0.16,0.232,0.24,0.472,691016
565,Nick Solak,28,539,"Maj-AL,Maj-NL","Atlanta,Detroit",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,669256
566,Donovan Solano,35,426,Maj-AL,Minnesota,133,448,392,43,110,26,1,5,37,40,1,100,15,0,1,8,0,0,0.281,0.368,0.39,0.759,456781
567,Jorge Soler,31,427,Maj-NL,Miami,135,572,496,76,123,23,0,35,74,66,4,140,6,0,4,20,1,0,0.248,0.341,0.506,0.847,624585
568,Edmundo Sosa,27,426,Maj-NL,Philadelphia,104,300,279,34,70,15,2,10,30,8,0,74,9,2,1,10,4,2,0.251,0.293,0.427,0.719,624641
569,Lenyn Sosa,23,426,Maj-AL,Chicago,52,173,164,12,33,6,0,6,14,5,1,40,0,3,1,3,0,1,0.201,0.224,0.348,0.571,672820
570,Juan Soto,24,426,Maj-NL,San Diego,160,700,561,97,156,32,1,35,109,131,11,127,2,1,5,18,12,5,0.278,0.413,0.526,0.939,665742
571,Livan Soto,23,546,Maj-AL,Los Angeles,4,12,9,2,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0.222,0.417,0.222,0.639,670869
573,George Springer,33,427,Maj-AL,Toronto,153,677,607,83,153,25,1,21,71,60,1,124,5,0,3,20,20,5,0.252,0.323,0.4,0.723,543807
574,Jacob Stallings,33,426,Maj-NL,Miami,87,273,238,21,45,13,0,3,20,27,0,65,3,3,2,9,0,0,0.189,0.278,0.282,0.559,607732
575,Giancarlo Stanton,33,429,Maj-AL,New York,100,411,367,43,70,13,0,24,60,41,3,123,2,0,1,11,0,0,0.191,0.275,0.422,0.697,519317
576,Spencer Steer,25,427,Maj-NL,Cincinnati,155,661,580,73,157,37,3,22,85,66,0,139,11,0,4,9,15,3,0.271,0.354,0.459,0.813,668715
577,Michael Stefanic,27,426,Maj-AL,Los Angeles,25,71,62,5,18,2,1,0,6,8,0,8,1,0,0,0,0,1,0.29,0.38,0.355,0.735,683021
578,Tyler Stephenson,26,426,Maj-NL,Cincinnati,141,513,461,59,113,20,2,13,56,47,2,134,4,0,1,15,0,1,0.245,0.32,0.382,0.702,663886
579,Andrew Stevenson,29,426,Maj-AL,Minnesota,25,40,37,4,7,1,0,0,1,2,0,8,1,0,0,0,4,1,0.189,0.25,0.216,0.466,664057
580,Cal Stevenson,26,572,Maj-NL,San Francisco,6,12,9,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,670276
581,DJ Stewart,29,426,Maj-NL,New York,58,185,160,21,39,9,0,11,26,15,0,56,7,1,1,3,1,1,0.244,0.333,0.506,0.84,621466
582,Trevor Story,30,426,Maj-AL,Boston,43,168,158,12,32,9,0,3,14,9,0,55,1,0,0,2,10,3,0.203,0.25,0.317,0.567,596115
583,Bryson Stott,25,426,Maj-NL,Philadelphia,150,636,581,78,163,32,2,15,62,39,1,98,7,1,8,10,31,3,0.281,0.329,0.42,0.749,681082
584,Kyle Stowers,25,566,Maj-AL,Baltimore,14,33,30,1,2,0,0,0,0,3,0,12,0,0,0,1,0,0,0.067,0.152,0.067,0.218,669065
585,Myles Straw,28,427,Maj-AL,Cleveland,145,510,455,50,109,18,3,1,29,41,0,96,2,6,6,10,19,6,0.24,0.302,0.299,0.601,664702
586,Garrett Stubbs,30,426,Maj-NL,Philadelphia,41,125,113,15,23,4,1,1,12,9,0,29,2,1,0,0,2,0,0.204,0.274,0.283,0.557,596117
587,Eugenio Su\xc3\xa1rez,31,426,Maj-AL,Seattle,160,687,591,68,137,28,0,22,96,70,0,213,15,0,11,9,2,1,0.232,0.323,0.391,0.714,553993
588,Brett Sullivan,29,426,Maj-NL,San Diego,33,86,81,7,17,3,0,1,6,4,0,19,0,0,1,1,0,0,0.21,0.244,0.284,0.528,664954
589,Jack Suwinski,24,426,Maj-NL,Pittsburgh,143,530,443,63,100,21,2,26,74,75,2,170,6,0,6,2,13,2,0.226,0.342,0.458,0.8,669261
590,Seiya Suzuki,28,427,Maj-NL,Chicago,138,583,515,75,147,31,6,20,74,59,3,130,2,0,7,8,6,7,0.285,0.357,0.485,0.842,673548
591,Dansby Swanson,29,427,Maj-NL,Chicago,146,634,561,80,135,25,3,22,79,66,0,154,5,0,2,9,9,1,0.241,0.325,0.414,0.738,621020
592,Raimel Tapia,29,426,"Maj-AL,Maj-NL","Boston,Milwaukee,Tampa Bay",62,168,148,27,35,4,1,3,13,16,0,40,1,1,1,2,10,2,0.237,0.313,0.338,0.651,606132
593,Fernando Tatis Jr.,24,426,Maj-NL,San Diego,141,635,575,91,148,33,1,25,78,53,0,141,3,1,3,17,29,4,0.257,0.322,0.449,0.771,665487
594,Mike Tauchman,32,426,Maj-NL,Chicago,108,401,337,64,85,18,0,8,48,56,1,86,4,1,3,3,7,1,0.252,0.363,0.377,0.739,643565
595,Leody Taveras,24,426,Maj-AL,Texas,143,554,511,67,136,31,3,14,67,35,0,117,1,3,4,3,14,4,0.266,0.312,0.421,0.733,665750
596,Chris Taylor,32,426,Maj-NL,Los Angeles,117,384,338,51,80,15,1,15,56,41,2,125,4,0,1,2,16,3,0.237,0.326,0.42,0.746,621035
597,Michael A. Taylor,32,427,Maj-AL,Minnesota,128,384,351,48,77,14,1,21,51,26,0,127,3,3,1,7,13,1,0.219,0.278,0.444,0.723,572191
599,Samad Taylor,24,454,Maj-AL,Kansas City,31,69,60,11,12,2,1,0,4,7,0,22,0,1,1,1,8,0,0.2,0.279,0.267,0.546,669392
600,Tyrone Taylor,29,426,Maj-NL,Milwaukee,81,243,231,36,54,17,1,10,35,8,0,55,3,0,1,10,9,0,0.234,0.268,0.446,0.713,621438
601,Rowdy Tellez,28,426,Maj-NL,Milwaukee,104,347,308,26,67,9,1,13,47,34,2,84,0,0,5,10,0,0,0.218,0.291,0.38,0.671,642133
602,Jos\xc3\xa9 Tena,22,426,Maj-AL,Cleveland,18,34,31,2,7,2,0,0,3,3,0,13,0,0,0,0,0,0,0.226,0.294,0.29,0.584,677588
603,Matt Thaiss,28,444,Maj-AL,Los Angeles,95,307,262,32,56,6,0,9,31,36,1,83,6,0,3,4,2,0,0.214,0.319,0.34,0.659,642136
604,Alek Thomas,23,426,Maj-NL,Arizona,124,400,372,51,86,17,5,9,39,19,1,86,4,2,3,5,9,1,0.231,0.274,0.376,0.65,677950
605,Cody Thomas,28,475,Maj-AL,Oakland,19,46,42,1,10,3,0,1,2,4,0,17,0,0,0,1,0,0,0.238,0.304,0.381,0.685,642137
606,Lane Thomas,27,426,Maj-NL,Washington,155,677,623,101,167,36,3,28,86,36,0,175,11,0,7,5,20,5,0.268,0.316,0.47,0.786,657041
607,Bubba Thompson,25,489,Maj-AL,Texas,36,58,51,10,9,4,1,0,4,4,0,16,1,1,1,0,4,2,0.177,0.246,0.294,0.54,669352
608,Trayce Thompson,32,426,"Maj-AL,Maj-NL","Chicago,Los Angeles",72,179,153,17,25,2,0,6,17,24,0,77,2,0,0,1,2,0,0.163,0.285,0.294,0.579,572204
609,Michael Toglia,24,458,Maj-NL,Colorado,45,152,141,18,23,5,0,4,9,10,0,50,1,0,0,3,1,1,0.163,0.224,0.284,0.507,669911
610,Spencer Torkelson,23,426,Maj-AL,Detroit,158,680,602,88,141,34,1,31,94,67,1,171,6,0,5,15,3,0,0.234,0.315,0.449,0.763,679529
611,Abraham Toro,26,472,Maj-NL,Milwaukee,9,21,18,4,8,0,0,2,9,2,0,5,1,0,0,0,0,0,0.444,0.524,0.778,1.302,647351
612,Luis Torrens,27,426,"Maj-AL,Maj-NL","Chicago,Seattle",17,30,28,1,7,3,0,0,4,1,0,9,1,0,0,0,0,0,0.25,0.3,0.357,0.657,620443
613,Gleyber Torres,26,427,Maj-AL,New York,157,668,593,88,162,28,2,24,66,66,0,98,3,0,6,19,12,6,0.273,0.346,0.449,0.794,650402
614,Ezequiel Tovar,21,426,Maj-NL,Colorado,151,606,572,78,145,37,4,15,73,25,0,163,4,2,3,10,11,5,0.254,0.288,0.411,0.699,678662
615,Taylor Trammell,25,495,Maj-AL,Seattle,22,56,46,7,6,0,0,3,11,9,0,22,1,0,0,2,0,1,0.13,0.286,0.326,0.612,666211
616,Alan Trejo,27,427,Maj-NL,Colorado,80,227,207,24,48,11,0,4,26,16,0,51,1,1,2,3,5,1,0.232,0.288,0.343,0.631,676701
617,Jose Trevino,30,502,Maj-AL,New York,54,165,154,14,32,4,0,4,15,8,0,20,2,1,0,6,0,0,0.208,0.256,0.312,0.568,624431
618,Jared Triolo,25,426,Maj-NL,Pittsburgh,54,209,181,30,54,9,0,3,21,24,0,63,3,0,1,0,6,1,0.298,0.388,0.398,0.785,669707
619,Chadwick Tromp,28,573,Maj-NL,Atlanta,6,16,16,1,2,1,0,0,1,0,0,7,0,0,0,0,0,0,0.125,0.125,0.188,0.313,644433
620,Mike Trout,31,466,Maj-AL,Los Angeles,81,358,305,54,81,14,1,18,44,44,2,104,7,0,2,4,2,0,0.266,0.369,0.495,0.864,545361
621,Cole Tucker,26,448,Maj-NL,Colorado,5,10,8,2,4,0,0,0,2,1,0,2,1,0,0,0,0,0,0.5,0.6,0.5,1.1,657061
622,Kyle Tucker,26,426,Maj-AL,Houston,155,666,569,95,162,37,5,28,110,77,9,90,3,0,10,11,29,5,0.285,0.367,0.515,0.882,663656
623,Brice Turang,23,426,Maj-NL,Milwaukee,136,445,401,46,87,9,3,6,34,38,1,94,1,3,2,9,26,4,0.217,0.285,0.299,0.584,668930
625,Justin Turner,38,426,Maj-AL,Boston,145,621,554,84,152,31,0,23,95,50,0,109,11,0,6,10,4,1,0.274,0.343,0.455,0.798,457759
626,Trea Turner,30,427,Maj-NL,Philadelphia,154,686,635,101,169,35,4,26,75,44,1,149,6,0,1,12,30,0,0.266,0.319,0.457,0.776,607208
627,Luis Ur\xc3\xadas,26,437,"Maj-AL,Maj-NL","Boston,Milwaukee",51,173,140,18,28,6,0,3,18,21,0,41,10,0,0,4,0,0,0.2,0.345,0.307,0.652,649966
628,Ram\xc3\xb3n Ur\xc3\xadas,29,426,Maj-AL,Baltimore,115,391,356,44,93,22,3,3,40,27,0,101,7,0,1,10,3,1,0.261,0.325,0.365,0.69,602104
629,Gio Urshela,31,534,Maj-AL,Los Angeles,61,224,210,21,62,8,1,2,24,10,0,35,1,0,3,9,3,2,0.295,0.326,0.371,0.697,570482
630,Enmanuel Valdez,24,426,Maj-AL,Boston,49,149,139,17,37,8,0,6,19,8,0,37,1,0,0,4,5,1,0.266,0.311,0.453,0.764,665839
631,Ildemaro Vargas,31,426,Maj-NL,Washington,86,286,262,32,66,13,2,4,31,19,0,20,1,3,1,10,1,1,0.252,0.304,0.363,0.667,545121
632,Miguel Vargas,23,511,Maj-NL,Los Angeles,79,296,253,35,49,14,4,7,32,33,1,60,4,1,4,1,3,2,0.194,0.293,0.364,0.656,678246
633,Daulton Varsho,26,426,Maj-AL,Toronto,157,575,522,64,115,22,3,20,59,45,0,133,4,1,2,5,16,7,0.22,0.286,0.389,0.675,662139
634,Andrew Vaughn,25,426,Maj-AL,Chicago,151,610,562,67,145,29,2,21,78,36,0,127,10,0,2,15,0,0,0.258,0.313,0.429,0.742,683734
635,Terrin Vavra,26,549,Maj-AL,Baltimore,27,56,49,9,12,0,0,0,5,5,0,12,0,2,0,5,1,0,0.245,0.315,0.245,0.56,679631
636,Christian V\xc3\xa1zquez,32,426,Maj-AL,Minnesota,101,351,323,34,71,13,0,6,32,25,1,81,1,1,1,10,1,0,0.22,0.277,0.316,0.593,543877
637,Andrew Velazquez,28,455,Maj-AL,Los Angeles,54,94,81,12,14,3,0,2,3,10,0,30,0,3,0,1,13,3,0.173,0.264,0.284,0.548,623205
638,Nelson Vel\xc3\xa1zquez,24,427,"Maj-AL,Maj-NL","Chicago,Kansas City",53,179,162,35,38,6,0,17,34,14,0,51,2,0,1,3,0,0,0.235,0.302,0.586,0.888,676369
639,Alex Verdugo,27,426,Maj-AL,Boston,141,597,541,79,142,37,4,13,54,45,1,93,6,0,5,10,5,3,0.263,0.323,0.418,0.741,657077
640,Mark Vientos,23,426,Maj-NL,New York,65,233,218,19,46,5,1,9,22,10,0,71,3,0,2,5,1,0,0.211,0.253,0.367,0.62,668901
641,Matt Vierling,26,426,Maj-AL,Detroit,133,527,476,63,125,21,5,10,44,44,1,111,5,1,1,8,6,6,0.263,0.331,0.391,0.722,663837
642,David Villar,26,495,Maj-NL,San Francisco,45,139,123,15,18,6,0,5,12,11,0,45,4,0,1,1,1,1,0.146,0.237,0.317,0.555,681584
643,Meibrys Viloria,26,580,Maj-AL,Cleveland,10,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.25,0.0,0.25,650619
644,Daniel Vogelbach,30,435,Maj-NL,New York,102,316,273,32,63,7,0,13,48,41,1,81,2,0,0,6,0,0,0.231,0.335,0.399,0.735,596129
645,Luke Voit,32,567,Maj-NL,Milwaukee,22,74,68,5,15,3,0,0,4,4,0,27,2,0,0,3,2,0,0.221,0.284,0.265,0.549,572228
646,Anthony Volpe,22,426,Maj-AL,New York,158,598,539,62,113,23,4,21,60,51,0,166,5,1,2,10,23,5,0.21,0.283,0.384,0.667,683011
647,Jason Vosler,29,587,Maj-NL,Cincinnati,19,61,58,6,9,2,0,3,8,3,0,24,0,0,0,0,0,0,0.155,0.197,0.345,0.542,613564
648,Joey Votto,39,426,Maj-NL,Cincinnati,65,242,208,26,42,6,0,14,38,27,0,62,7,0,0,2,0,0,0.202,0.314,0.433,0.747,458015
649,LaMonte Wade Jr.,29,426,Maj-NL,San Francisco,134,515,426,64,110,14,2,17,45,75,3,95,6,4,4,4,2,0,0.258,0.374,0.42,0.794,664774
651,Tyler Wade,28,510,Maj-AL,Oakland,26,55,51,8,13,1,1,0,2,4,0,13,0,0,0,0,4,0,0.255,0.309,0.314,0.623,642180
652,Adam Wainwright,41,426,Maj-NL,St. Louis,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425794
653,Christian Walker,32,427,Maj-NL,Arizona,155,654,575,86,148,36,2,33,102,62,3,126,8,0,8,13,11,0,0.257,0.334,0.499,0.833,572233
654,Jordan Walker,21,426,Maj-NL,St. Louis,116,460,415,51,115,19,2,16,50,37,0,103,6,0,2,9,7,4,0.277,0.344,0.448,0.792,691023
655,Forrest Wall,27,428,Maj-NL,Atlanta,15,15,13,6,6,2,0,1,2,2,0,4,0,0,0,0,5,1,0.462,0.533,0.846,1.38,657088
656,Chad Wallach,31,434,Maj-AL,Los Angeles,65,172,157,18,31,5,1,7,15,13,0,57,0,2,0,5,0,1,0.198,0.259,0.376,0.635,595453
657,Matt Wallner,25,426,Maj-AL,Minnesota,76,254,213,42,53,11,1,14,41,28,1,80,13,0,0,1,2,1,0.249,0.37,0.507,0.877,670242
658,Taylor Walls,26,427,Maj-AL,Tampa Bay,98,348,302,49,61,12,2,8,36,44,0,92,1,1,0,1,22,1,0.202,0.306,0.334,0.64,670764
659,Jared Walsh,29,430,Maj-AL,Los Angeles,39,116,104,10,13,4,0,4,11,11,0,45,1,0,0,1,0,0,0.125,0.216,0.279,0.494,665120
660,Taylor Ward,29,490,Maj-AL,Los Angeles,96,405,352,60,89,18,0,14,47,39,0,79,8,0,6,8,3,2,0.253,0.336,0.423,0.759,621493
661,Drew Waters,24,427,Maj-AL,Kansas City,98,337,302,40,69,11,5,8,32,27,0,107,5,0,3,4,16,5,0.229,0.3,0.378,0.677,671221
662,Austin Wells,23,426,Maj-AL,New York,19,75,70,8,16,6,0,4,13,3,0,14,0,0,1,3,0,0,0.229,0.257,0.486,0.743,669224
663,Joey Wendle,33,426,Maj-NL,Miami,110,316,295,33,63,16,3,2,20,13,0,67,2,3,3,8,7,1,0.214,0.249,0.309,0.558,621563
664,Jordan Westburg,24,426,Maj-AL,Baltimore,68,228,208,26,54,17,2,3,23,16,0,56,1,0,3,3,4,1,0.26,0.311,0.404,0.715,676059
665,Eli White,29,588,Maj-NL,Atlanta,6,17,14,1,1,0,0,0,0,2,0,7,1,0,0,0,0,0,0.071,0.235,0.071,0.307,642201
666,Joey Wiemer,24,441,Maj-NL,Milwaukee,132,410,367,48,75,19,0,13,42,36,0,116,5,0,2,4,11,4,0.204,0.283,0.362,0.645,686894
667,Alika Williams,24,433,Maj-NL,Pittsburgh,46,112,101,7,20,5,0,0,6,9,0,35,1,1,0,2,0,0,0.198,0.27,0.248,0.518,675961
668,Luke Williams,26,428,Maj-NL,"Atlanta,Los Angeles",11,19,19,1,1,0,0,0,0,0,0,7,0,0,0,0,4,0,0.053,0.053,0.053,0.105,663897
669,Weston Wilson,28,426,Maj-NL,Philadelphia,8,22,16,5,5,0,0,1,2,6,0,5,0,0,0,0,3,1,0.313,0.5,0.5,1.0,642215
670,Jesse Winker,29,495,Maj-NL,Milwaukee,59,193,162,16,33,5,0,1,23,26,0,48,4,0,1,0,0,0,0.204,0.326,0.253,0.58,608385
671,Masyn Winn,21,426,Maj-NL,St. Louis,37,137,122,8,21,2,0,2,12,10,0,26,0,2,3,1,2,1,0.172,0.23,0.238,0.467,691026
672,Patrick Wisdom,31,426,Maj-NL,Chicago,96,298,265,43,55,8,1,23,46,29,0,110,2,1,1,4,4,2,0.208,0.29,0.506,0.795,621550
673,Brett Wisely,24,491,Maj-NL,San Francisco,50,131,120,10,21,5,0,2,8,9,0,40,0,1,1,2,2,1,0.175,0.231,0.267,0.498,689172
674,Bobby Witt Jr.,23,426,Maj-AL,Kansas City,157,690,639,97,177,28,11,30,96,38,1,120,4,1,8,11,49,15,0.277,0.318,0.496,0.814,677951
675,Connor Wong,27,426,Maj-AL,Boston,125,401,369,55,87,25,2,9,36,22,0,133,6,3,1,4,8,2,0.236,0.289,0.388,0.676,657136
677,Kolten Wong,32,426,"Maj-AL,Maj-NL","Los Angeles,Seattle",85,241,217,23,40,6,0,4,26,17,0,52,4,0,3,1,3,2,0.184,0.253,0.267,0.52,543939
678,Austin Wynns,32,426,Maj-NL,"Colorado,Los Angeles,San Francisco",51,145,130,11,27,6,0,1,10,9,0,39,2,3,1,4,1,0,0.208,0.268,0.277,0.545,642851
679,Mike Yastrzemski,32,426,Maj-NL,San Francisco,105,379,328,54,77,23,1,15,43,45,3,97,3,2,1,5,2,2,0.235,0.332,0.448,0.78,573262
680,Christian Yelich,31,426,Maj-NL,Milwaukee,143,628,548,106,153,34,1,19,76,76,7,139,3,0,1,15,28,3,0.279,0.369,0.449,0.818,592885
681,Juan Yepez,25,427,Maj-NL,St. Louis,28,65,60,5,11,1,0,2,2,4,0,20,1,0,0,0,0,1,0.183,0.246,0.3,0.546,660766
